5.997631e+002,-1.53E-02
6.002452e+002,-1.53E-02
6.007273e+002,-1.54E-02
6.012094e+002,-1.55E-02
6.016916e+002,-1.56E-02
6.021737e+002,-1.57E-02
6.026558e+002,-1.59E-02
6.031379e+002,-1.60E-02
6.036201e+002,-1.60E-02
6.041022e+002,-1.60E-02
6.045843e+002,-1.60E-02
6.050664e+002,-1.59E-02
6.055486e+002,-1.58E-02
6.060307e+002,-1.57E-02
6.065128e+002,-1.56E-02
6.069949e+002,-1.56E-02
6.074771e+002,-1.56E-02
6.079592e+002,-1.55E-02
6.084413e+002,-1.55E-02
6.089234e+002,-1.55E-02
6.094056e+002,-1.55E-02
6.098877e+002,-1.54E-02
6.103698e+002,-1.54E-02
6.108519e+002,-1.53E-02
6.113340e+002,-1.53E-02
6.118162e+002,-1.52E-02
6.122983e+002,-1.52E-02
6.127804e+002,-1.52E-02
6.132626e+002,-1.52E-02
6.137447e+002,-1.52E-02
6.142268e+002,-1.53E-02
6.147089e+002,-1.54E-02
6.151910e+002,-1.55E-02
6.156732e+002,-1.56E-02
6.161553e+002,-1.57E-02
6.166375e+002,-1.57E-02
6.171196e+002,-1.58E-02
6.176017e+002,-1.58E-02
6.180838e+002,-1.57E-02
6.185659e+002,-1.57E-02
6.190480e+002,-1.56E-02
6.195302e+002,-1.56E-02
6.200123e+002,-1.55E-02
6.204944e+002,-1.54E-02
6.209766e+002,-1.54E-02
6.214587e+002,-1.53E-02
6.219408e+002,-1.53E-02
6.224229e+002,-1.52E-02
6.229050e+002,-1.52E-02
6.233871e+002,-1.52E-02
6.238693e+002,-1.52E-02
6.243514e+002,-1.52E-02
6.248336e+002,-1.52E-02
6.253157e+002,-1.53E-02
6.257978e+002,-1.54E-02
6.262799e+002,-1.55E-02
6.267620e+002,-1.56E-02
6.272441e+002,-1.57E-02
6.277263e+002,-1.59E-02
6.282084e+002,-1.60E-02
6.286906e+002,-1.61E-02
6.291727e+002,-1.62E-02
6.296548e+002,-1.62E-02
6.301369e+002,-1.63E-02
6.306190e+002,-1.63E-02
6.311011e+002,-1.63E-02
6.315833e+002,-1.63E-02
6.320654e+002,-1.63E-02
6.325475e+002,-1.62E-02
6.330297e+002,-1.62E-02
6.335118e+002,-1.62E-02
6.339939e+002,-1.62E-02
6.344760e+002,-1.63E-02
6.349581e+002,-1.63E-02
6.354403e+002,-1.63E-02
6.359224e+002,-1.62E-02
6.364045e+002,-1.62E-02
6.368867e+002,-1.62E-02
6.373688e+002,-1.62E-02
6.378509e+002,-1.62E-02
6.383330e+002,-1.61E-02
6.388151e+002,-1.61E-02
6.392972e+002,-1.61E-02
6.397794e+002,-1.61E-02
6.402615e+002,-1.61E-02
6.407437e+002,-1.62E-02
6.412258e+002,-1.62E-02
6.417079e+002,-1.62E-02
6.421900e+002,-1.63E-02
6.426721e+002,-1.63E-02
6.431543e+002,-1.63E-02
6.436364e+002,-1.64E-02
6.441185e+002,-1.64E-02
6.446006e+002,-1.64E-02
6.450828e+002,-1.64E-02
6.455649e+002,-1.64E-02
6.460470e+002,-1.63E-02
6.465291e+002,-1.63E-02
6.470113e+002,-1.63E-02
6.474934e+002,-1.63E-02
6.479755e+002,-1.63E-02
6.484576e+002,-1.63E-02
6.489398e+002,-1.63E-02
6.494219e+002,-1.63E-02
6.499040e+002,-1.64E-02
6.503861e+002,-1.64E-02
6.508683e+002,-1.64E-02
6.513504e+002,-1.64E-02
6.518325e+002,-1.64E-02
6.523146e+002,-1.64E-02
6.527968e+002,-1.64E-02
6.532789e+002,-1.64E-02
6.537610e+002,-1.64E-02
6.542432e+002,-1.64E-02
6.547253e+002,-1.64E-02
6.552074e+002,-1.65E-02
6.556895e+002,-1.65E-02
6.561716e+002,-1.65E-02
6.566537e+002,-1.65E-02
6.571359e+002,-1.65E-02
6.576180e+002,-1.66E-02
6.581002e+002,-1.66E-02
6.585823e+002,-1.66E-02
6.590644e+002,-1.66E-02
6.595465e+002,-1.66E-02
6.600286e+002,-1.66E-02
6.605107e+002,-1.65E-02
6.609929e+002,-1.65E-02
6.614750e+002,-1.64E-02
6.619572e+002,-1.64E-02
6.624393e+002,-1.64E-02
6.629214e+002,-1.64E-02
6.634035e+002,-1.63E-02
6.638856e+002,-1.63E-02
6.643677e+002,-1.63E-02
6.648499e+002,-1.63E-02
6.653320e+002,-1.63E-02
6.658141e+002,-1.63E-02
6.662963e+002,-1.63E-02
6.667784e+002,-1.64E-02
6.672605e+002,-1.64E-02
6.677426e+002,-1.64E-02
6.682247e+002,-1.64E-02
6.687068e+002,-1.64E-02
6.691890e+002,-1.65E-02
6.696711e+002,-1.65E-02
6.701533e+002,-1.65E-02
6.706354e+002,-1.65E-02
6.711175e+002,-1.64E-02
6.715996e+002,-1.64E-02
6.720817e+002,-1.64E-02
6.725638e+002,-1.63E-02
6.730460e+002,-1.63E-02
6.735281e+002,-1.62E-02
6.740103e+002,-1.62E-02
6.744924e+002,-1.62E-02
6.749745e+002,-1.62E-02
6.754566e+002,-1.62E-02
6.759387e+002,-1.62E-02
6.764208e+002,-1.63E-02
6.769030e+002,-1.63E-02
6.773851e+002,-1.64E-02
6.778672e+002,-1.64E-02
6.783494e+002,-1.64E-02
6.788315e+002,-1.64E-02
6.793136e+002,-1.64E-02
6.797957e+002,-1.64E-02
6.802778e+002,-1.64E-02
6.807600e+002,-1.63E-02
6.812421e+002,-1.63E-02
6.817242e+002,-1.63E-02
6.822064e+002,-1.63E-02
6.826885e+002,-1.63E-02
6.831706e+002,-1.63E-02
6.836527e+002,-1.63E-02
6.841349e+002,-1.63E-02
6.846170e+002,-1.63E-02
6.850991e+002,-1.63E-02
6.855812e+002,-1.62E-02
6.860634e+002,-1.62E-02
6.865455e+002,-1.62E-02
6.870276e+002,-1.62E-02
6.875097e+002,-1.62E-02
6.879918e+002,-1.62E-02
6.884740e+002,-1.62E-02
6.889561e+002,-1.62E-02
6.894382e+002,-1.62E-02
6.899203e+002,-1.62E-02
6.904025e+002,-1.63E-02
6.908846e+002,-1.63E-02
6.913667e+002,-1.63E-02
6.918489e+002,-1.63E-02
6.923310e+002,-1.63E-02
6.928131e+002,-1.63E-02
6.932952e+002,-1.63E-02
6.937773e+002,-1.63E-02
6.942595e+002,-1.64E-02
6.947416e+002,-1.64E-02
6.952237e+002,-1.64E-02
6.957058e+002,-1.64E-02
6.961880e+002,-1.64E-02
6.966701e+002,-1.64E-02
6.971522e+002,-1.64E-02
6.976343e+002,-1.64E-02
6.981165e+002,-1.63E-02
6.985986e+002,-1.63E-02
6.990807e+002,-1.63E-02
6.995629e+002,-1.62E-02
7.000450e+002,-1.62E-02
7.005271e+002,-1.62E-02
7.010092e+002,-1.62E-02
7.014913e+002,-1.63E-02
7.019734e+002,-1.63E-02
7.024556e+002,-1.63E-02
7.029377e+002,-1.63E-02
7.034199e+002,-1.63E-02
7.039020e+002,-1.62E-02
7.043841e+002,-1.62E-02
7.048662e+002,-1.62E-02
7.053483e+002,-1.62E-02
7.058304e+002,-1.62E-02
7.063126e+002,-1.62E-02
7.067947e+002,-1.63E-02
7.072769e+002,-1.63E-02
7.077590e+002,-1.63E-02
7.082411e+002,-1.63E-02
7.087232e+002,-1.63E-02
7.092053e+002,-1.63E-02
7.096874e+002,-1.63E-02
7.101696e+002,-1.62E-02
7.106517e+002,-1.62E-02
7.111339e+002,-1.62E-02
7.116160e+002,-1.62E-02
7.120981e+002,-1.62E-02
7.125802e+002,-1.62E-02
7.130623e+002,-1.62E-02
7.135444e+002,-1.62E-02
7.140266e+002,-1.62E-02
7.145087e+002,-1.62E-02
7.149908e+002,-1.61E-02
7.154730e+002,-1.61E-02
7.159551e+002,-1.61E-02
7.164372e+002,-1.60E-02
7.169193e+002,-1.60E-02
7.174014e+002,-1.60E-02
7.178835e+002,-1.60E-02
7.183657e+002,-1.60E-02
7.188478e+002,-1.59E-02
7.193300e+002,-1.59E-02
7.198121e+002,-1.59E-02
7.202942e+002,-1.59E-02
7.207763e+002,-1.59E-02
7.212584e+002,-1.59E-02
7.217406e+002,-1.59E-02
7.222227e+002,-1.59E-02
7.227048e+002,-1.59E-02
7.231870e+002,-1.59E-02
7.236691e+002,-1.59E-02
7.241512e+002,-1.59E-02
7.246333e+002,-1.59E-02
7.251154e+002,-1.59E-02
7.255975e+002,-1.59E-02
7.260797e+002,-1.59E-02
7.265618e+002,-1.58E-02
7.270439e+002,-1.58E-02
7.275261e+002,-1.57E-02
